Note_ID,Tags,Actor,Common Words,Components,English,Frequency,HSK_2,Hanzi,ID,Image,Initial,MBP_Level,MBP_Phase,Notes,Pinyin,Scene,Set,Simplified,Sound,Tone,Tone-Location,Traditional,Translation of Words,Words_English_Sound,Words_Sound
1778227240548,migaku_import,Big bald black cop (Terry Crews),"二胎, 保胎","[肉|nid1778231661031], [台|nid1775412213725]",fetus,"<div class=""freq freq-basic"">basic</div>",,胎,1778227369,"<img src=""MBP_note_1778227240548.jpg"">",t,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 胎:</b> [双胞胎|nid1765973548315]</div>
<!-- ANKI_LINKER_END -->",tāi,"Big, bald black cop Terry Crews, tears streaming down his face, clutches his chest in agonizing sorrow, watching a fragile fetus nestled precariously on a blood-soaked 肉台 (meat platform) right in front of him. A single beam of moonlight cuts through the darkness, casting an ominous glow from the nearby abandoned 月台 (moon platform) onto the heartbreaking scene.",-ai,胎,[sound:hypertts-9da804a3138e58aeff2d36c164a4db29eb5fc72302204677c7ba2319.mp3],1,In Front [1],胎,"second pregnancy, to take measures to prevent miscarriage",[sound:en_words_e764ec17a775e2d0d1ff0af10c5871c2e54de37c.mp3],[sound:zh_words_0df4f98cac6fb735aa09009c8b4351fd03d3fbde.mp3]
1778227240037,migaku_import,Luke Skywalker (Matt Hamill),"枝蔓, 滋蔓","[草|nid1778231661068], [曼|nid1775412213858]",used in 蔓菁[man2 jing5],"<div class=""freq freq-basic"">basic</div>",,蔓,1778227280,"<img src=""MBP_note_1778227240037.jpg"">",m,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 蔓:</b> [火势, 蔓延|nid1753045131275]</div>
<!-- ANKI_LINKER_END -->",mán,"In Kitchen [2], Luke Skywalker frantically slices at a monstrous turnip whose *grass*-like vines (艹) are *màn*-ifesting with alarming speed, *gracefully* (曼) yet menacingly coiling around the stove and refrigerator. He desperately swings his lightsaber, each flash illuminating the frantic spread of the tenacious green tendrils as he battles the relentlessly *màn*ifesting plant, the air thick with the earthy scent of churning soil and burning foliage.",-an,蔓,[sound:hypertts-8271308a6b60d3261dff02a31b71723845c446d360753e8495d00a79.mp3],2,Hall or Kitchen [2],蔓,"branches and tendrils, to grow and spread",[sound:hypertts-9188f6ee12c007e98485f3b3b81f934d911869b80f340c125b59d44d.mp3],[sound:zh_words_cb0a5549588fea9d7a4797bea666262f1657e9fe.mp3]
1781004427364,n1_added,Branch Trolls (J. Timberlake),"睁开, 睁眼","[目|nid1775412213930], [争|nid1775412213610]",to open (eyes),,,睁,1781004471,"<img src=""mbp_睁_toopeneyes.png"">",ZH,Unknown,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 睁:</b> [睁开眼睛|nid1776714300726]</div>
<!-- ANKI_LINKER_END -->",zhēng,"In Front [1], Branch Trolls bravely open their eyes (目) to a Beholder trying to fight (争) them with a Nail gun near the -eng.",-eng,睁,[sound:hypertts-115a3688408a973ea2e739cd48f9e29cb27c67a3df806c771ef7cf91.mp3],1,In Front [1],睁,open eyes; open eyes,[sound:hsk4_en_words_45.mp3],[sound:hsk4_ch_words_45.mp3]
1781004427368,n1_added,Kevin Hart,"砍伐, 砍价","[石|nid1775412213937], [欠|nid1775412213871]","to chop, to hack, to cut down",,,砍,1781004472,"<img src=""mbp_砍_tochop.png"">",K,Unknown,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 砍:</b> [砍|nid1780043482047]</div>
<!-- ANKI_LINKER_END -->",kǎn,"In Room [3], Kevin Hart uses his Credit Card to chop down a giant Stone that he owes (欠) near the -an.",-an,砍,[sound:hypertts-265b8409f4b456189cb60ecb6d38ff62be3ccf2e5a99d3f8ef7f6392.mp3],3,Room [3],砍,fell trees; bargain,[sound:hsk4_en_words_46.mp3],[sound:hsk4_ch_words_46.mp3]
1778227240553,migaku_import,Su Wu kong,"女巫, 巫婆","[工|nid1775412213790], [人|nid1775412213628], [人|nid1775412213628]",surname Wu,"<div class=""freq freq-basic"">basic</div>",,巫,1778227370,"<img src=""MBP_note_1778227240553.jpg"">",w,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 巫:</b> [巫,猎巫哥, 猎巫妹|nid1750627098107], [巫婆|nid1750280565184]</div>
<!-- ANKI_LINKER_END -->",wū,"In front of a colossal, humming 工-shaped industrial girder, the mighty Sun Wukong, bristling with golden fur, roars in exasperation. He struggles to pry two tiny, terrified 人 (people) clinging desperately to its cold steel edges, their desperate cries echoing as they prevent his passage.",-u,巫,[sound:hypertts-727f04cb920f71262b56f2ced34864c168ba2a51f4bba1d6dae06fae.mp3],1,In Front [1],巫,"witch; sorceress, witch",[sound:en_words_7213218b44c2f080c33bd420b6ec08fe5dd97cb6.mp3],[sound:zh_words_38adf0d63e214e6e3fab282b9244b3dd478dfaf2.mp3]
1781004427371,n1_added,Batman,"石碑, 墓碑","[石|nid1775412213937], [卑|nid1775412213693]","stele, monument, tablet",,,碑,1781004473,"<img src=""mbp_碑_stele.png"">",B,Unknown,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 碑:</b> [口碑|nid1779271479452]</div>
<!-- ANKI_LINKER_END -->",bēi,"In Front [1], Batman solemnly places a dildo necklace on a Stone monument as a tribute to the humble (卑) near the -ei.",-ei,碑,[sound:hypertts-83a68a78b19f42fb28325ff61063e5960e09e5528ad97856c6b63821.mp3],1,In Front [1],碑,stone tablet; tombstone,[sound:hsk4_en_words_47.mp3],[sound:hsk4_ch_words_47.mp3]
1778227240557,migaku_import,Diva,"图钉, 扒钉","[金|nid1775412214015], [丁|nid1775412213566]",nail,"<div class=""freq freq-basic"">basic</div>",,钉,1778227371,"<img src=""MBP_note_1778227240557.jpg"">",di,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 钉:</b> [团队, 螺丝钉|nid1744742924526]</div>
<!-- ANKI_LINKER_END -->",dīng,"Diva, sweat beading on her brow, furiously hammered tiny golden 金 nails into a grand sculpture right in front of a roaring crowd. With each strike, the sharp metallic dīng rang out, echoing her intense frustration as the stubbornly bent 丁-shaped heads refused to secure her masterpiece.",-ing,钉,[sound:hypertts-013d622cc64c6eb24f12ae28e0faae2a4a9f3270b9572e464839d086.mp3],1,In Front [1],釘,"thumbtack, cramp",[sound:en_words_91c104ed11ce174a3f6e9dc0e7db9e1b9793664b.mp3],[sound:zh_words_d7bee67d6d03d6ed60d72a4b473e61ae9900fc6d.mp3]
1778227239535,migaku_import,Luke Skywalker (Matt Hamill),"蚂蚱, 蚂蜂","[虫|nid1775412213981], [马|nid1775412214032]",used in 螞螂|蚂螂[ma1 lang2],"<div class=""freq freq-basic"">basic</div>",,蚂,1778227245,"<img src=""MBP_note_1778227239535.jpg"">",m,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 蚂:</b> [蚂蚁|nid1765404556900]</div>
<!-- ANKI_LINKER_END -->",mā,"Luke Skywalker, a lone figure silhouetted against a crimson alien sky, clutches his net, his gaze fixed on a shimmering, enormous insect he must capture. Suddenly, a magnificent, wild horse thunders directly in front of him, its powerful hooves sending a violent dust cloud swirling just as Luke was about to ensnare the creature. The horse’s panicked snorts and the buzzing of the massive bug create a cacophony of urgent chaos right before his eyes.",-ā,蚂,[sound:hypertts-e16874e8a0e620acf0d974e594fc5854d57788a464d1bfbf2346eab1.mp3],1,In Front [1],螞,"(dialect) locust, variant of 馬蜂|马蜂[ma3 feng1]",[sound:hypertts-8fe251e6052e5b715915c34657b814d35be0c6c6afd5d8c290de874e.mp3],[sound:zh_words_727c2dd4631fd0cefcea4b705abf6ed163f36a38.mp3]
1781004427375,n1_added,C-3P0,"切磋, 磋商","[石|nid1775412213937], [差|nid1768474724733]","to polish, to grind, to discuss",,,磋,1781004474,"<img src=""mbp_磋_topolish.png"">",C,Unknown,Unknown,,cuō,"In Front [1], C-3P0 attempts to polish a Stone, but it's not quite right (差), so he decides to discuss it near the -o.",-o,磋,[sound:hypertts-86cf1e8cc20b91c2c74ffdb3e9ba914dca0020cd2655ccd16711f078.mp3],1,In Front [1],磋,learn from each other; consult,[sound:hsk4_en_words_48.mp3],[sound:hsk4_ch_words_48.mp3]
1778227240561,migaku_import,Qui Gon Jinn (Liam Neeson),"仡佬, 仫佬","[人|nid1775412213628], [老|nid1778231661014]",male,"<div class=""freq freq-basic"">basic</div>",,佬,1778227372,"<img src=""MBP_note_1778227240561.jpg"">",l,,Unknown,"<!-- ANKI_LINKER_START -->
<div style=""margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;""><b>Words containing 佬:</b> [大佬|nid1771703375835]</div>
<!-- ANKI_LINKER_END -->",lǎo,"In Room [3], Qui Gon Jinn, the formidable old male master, stands unyielding, deflecting a barrage of blaster fire with the seasoned grace of a person who has seen countless battles. His weathered face, a map of age and wisdom, sets into a grim determination as this ancient male warrior delivers a decisive blow, his very presence radiating the strength of an old man.",-ao,佬,[sound:hypertts-511eb3f2986287d39d5cf7504ad37a57b380e9e40378cd1494ee86ba.mp3],3,Room [3],佬,"Gelao ethnic group, Mulao ethnic group",[sound:en_words_5ec3773547fdf1b4063ea5d03b10dbbaa837e065.mp3],[sound:zh_words_a56b79767d8e737f23958ed889779ea746f1e5b5.mp3]
1781004427379,n1_added,Branch Trolls (J. Timberlake),"粘土, 粘贴","[米|nid1775412213950], [占|nid1775412213699]","to stick, to glue; sticky, glutinous",,,粘,1781004475,"<img src=""mbp_粘_tostick.png"">",ZH,Unknown,Unknown,"<!-- ANKI_LINKER_START -->
<div style=""margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;""><b>Words containing 粘:</b> [粘|nid1778840212567]</div>
<!-- ANKI_LINKER_END -->",zhān,"In Front [1], Branch Trolls set up a Shop stand to sell sticky Rice that they want to glue everywhere near the -an.",-an,粘,[sound:hypertts-91b7982f9784b1fac4b03265422b2b501cc75f9a9fdf596084e14bed.mp3],1,In Front [1],粘,clay; paste / stick,[sound:hsk4_en_words_49.mp3],[sound:hsk4_ch_words_49.mp3]
1778227240054,migaku_import,Branch Trolls (J. Timberlake),"化妆, 卸妆","[丬|nid1775412213584], [女|nid1775412213764]",(of a woman) to adorn oneself,"<div class=""freq freq-basic"">basic</div>",,妆,1778227281,"<img src=""MBP_note_1778227240054.jpg"">",zh,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 妆:</b> [定妆|nid1745789014839]</div>
<!-- ANKI_LINKER_END -->",zhuāng,"In front of a glittering half-wall, Branch Trolls (J. Timberlake) expertly applies the finishing shimmer to Nuwa's hair, while she, behind the partition, meticulously adorns herself with a cascade of celestial pearls and shimmering makeup. The air, thick with anticipation and the sweet fragrance of jasmine, crackles as Nuwa preens, absolutely radiant in her self-created splendor.",-uang,妆,[sound:hypertts-ead7b8a1b460b93d7a1e5b2839891250e4af74a43cf97accb8daa4a1.mp3],1,In Front [1],妝/粧,"to put on makeup, to remove makeup",[sound:hypertts-6a3ab624b0fbfb7e02f7c6093734a48edd4c8e16e7773fd471c9e61c.mp3],[sound:zh_words_c819062dff25158379c80559fa533dbe7baea884.mp3]
1778227240566,migaku_import,Munchlax,"冏牧, 德牧","[牛|nid1775412213902], [攴|nid1778231660844]",surname Mu,"<div class=""freq freq-basic"">basic</div>",,牧,1778227373,"<img src=""MBP_note_1778227240566.jpg"">",mu,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 牧:</b> [牧|nid1769294125345]</div>
<!-- ANKI_LINKER_END -->",mù,"Munchlax, the most unlikely shepherd, stood exasperated in the chaotic backyard, trying to herd a gigantic, obstinate 牛 (cow). With a flimsy stick, he frantically *tapped* its flank, each ineffective poke punctuated by a desperate, drawn-out ""MU-uh!"" grunt.",-u,牧,[sound:hypertts-ccdc627fe91d6c3e95c7b407be047a8e9b933bd5f8bcdec266298b51.mp3],4,Backyard [4],牧,"minister of the imperial stud, originally charged with horse breeding, German shepherd",[sound:en_words_106969cb88bbd9a4389569b9dc6f8e75389bdff0.mp3],[sound:zh_words_31941f3c0a3f236323911118b7605d4a65da1288.mp3]
1781004427383,n1_added,Branch Trolls (J. Timberlake),"破绽, 绽放","[纟|nid1775412213952], [定|nid1768474724681]","to burst open, to split, to unravel",,,绽,1781004476,"<img src=""mbp_绽_toburstopen.png"">",ZH,Unknown,Unknown,,zhàn,"In the Backyard [4], Branch Trolls watch a piece of Silk burst open and unravel at a fixed (定) point near the -an.",-an,绽,[sound:hypertts-985c13a0c91a46d22fae9e2868d053afa5295ee2bc444d57bb4d29cd.mp3],4,Backyard [4],绽,flaw; blossom,[sound:hsk4_en_words_50.mp3],[sound:hsk4_ch_words_50.mp3]
1781004427386,n1_added,Morgan Freeman,"束缚, 绑缚","[纟|nid1775412213952], [甫|nid1775412213913], [寸|nid1775412213773]","to bind, to tie",,,缚,1781004477,"<img src=""mbp_缚_tobind.png"">",F,Unknown,Unknown,"<!-- ANKI_LINKER_START -->
<div style=""margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;""><b>Words containing 缚:</b> [束缚|nid1778840946987]</div>
<!-- ANKI_LINKER_END -->",fù,"In the Backyard [4], Morgan Freeman uses a Tape Measure and Silk to bind a giant Grape.",-(Null),缚,[sound:hypertts-16e212a8633437a20dde6f3241301155ce034ee2cb64aded536a9973.mp3],4,Backyard [4],缚,bind / tie; tie / bind,[sound:hsk4_en_words_51.mp3],[sound:hsk4_ch_words_51.mp3]
1778227240571,migaku_import,Batman,"五霸, 制霸","[雨|nid1775412214022], [革|nid1775412214025], [月|nid1775412213861]",variant of 霸[ba4],"<div class=""freq freq-basic"">basic</div>",,霸,1778227374,"<img src=""MBP_note_1778227240571.jpg"">",b,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 霸:</b> [霸|nid1779272157400], [霸王餐|nid1776152354409], [霸道|nid1771624762699]</div>
<!-- ANKI_LINKER_END -->",bà,"In his rain-lashed, moonlit backyard, Batman stands rigidly, his heavy leather cape flapping around him as he scans the shadows. With a determined thrust of his chin, he asserts his dominance, a formidable hegemon ruling the dark.",-a,霸,[sound:hypertts-0f12088fb6983f32fcceffb63d5dc96df75b9737c26d2c192c132101.mp3],4,Backyard [4],覇,"the Five Hegemons of the Spring and Autumn Period 春秋[Chun1 qiu1], to reign supreme; to dominate (orthographic borrowing from Japanese 制霸 ""seiha"")",[sound:en_words_f10f5de63c62534da9adf806d96c834a9f0265bb.mp3],[sound:zh_words_9404c9c369adff3548923166fc8ae35ee2452581.mp3]
1781004427390,n1_added,Wednesdey Adams (Gena Ortega),"缴纳, 缴获","[纟|nid1775412213952], [止|nid1775412213872], [白|nid1775412213924], 攵","to hand over, to pay, to submit",,,缴,1781004478,"<img src=""mbp_缴_tohandover.png"">",J,Unknown,Unknown,,jiǎo,"In Room [3], Wednesday Adams uses a Red traffic light to make a White gorilla stop, so she can hand over the Silk near the -ao.",-ao,缴,[sound:hypertts-c6e2d2193fc6a3bea494d6f93d862e749148415a3cb4dfa7fd806189.mp3],3,Room [3],缴,pay; capture / seize,[sound:hsk4_en_words_52.mp3],[sound:hsk4_ch_words_52.mp3]
1778227239551,migaku_import,Kenny (South Park),骷髅,"[骨|nid1775412214033], [古|nid1775412213719]",used in 骷髏|骷髅[ku1 lou2],"<div class=""freq freq-advanced"">advanced</div>",,骷,1778227246,"<img src=""MBP_note_1778227239551.jpg"">",ku,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 骷:</b> [骷髅, 风格|nid1770283320797], [骷髅|nid1769552723126]</div>
<!-- ANKI_LINKER_END -->",kū,"In front of a crumbling, moss-covered ancient ruin, Kenny's iconic orange parka is violently ripped away, revealing not flesh, but a perfectly preserved bone skull where his head should be. He clatters to the ground amidst a shower of dust and echoing silence, leaving only the chilling image of his grinning skull.",-ū,骷,[sound:hypertts-d52dc50078843ae483fdaae98ac0f41fe59db0d0b828db55eb530123.mp3],1,In Front [1],骷,Skeleton,[sound:hypertts-f9ebb6ec33a40ca45f5c18455f53c1dfdc9ee135fba4592de5864ccb.mp3],[sound:zh_words_10a6f7f398dc198fc3a16b98e8a8fa043f37292c.mp3]
1778227240575,migaku_import,Su Wu kong,"树蛙, 牛蛙","[虫|nid1775412213981], [圭|nid1775412213745]",frog,"<div class=""freq freq-basic"">basic</div>",,蛙,1778227375,"<img src=""MBP_note_1778227240575.jpg"">",w,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 蛙:</b> [青蛙|nid1752418860828]</div>
<!-- ANKI_LINKER_END -->",wā,"In Front of a shimmering, sun-dappled pond, Su Wukong with a mischievous grin carefully baits a smooth 圭 (pedestal) of stone with a wriggling 虫 (insect). Suddenly, a colossal, emerald-green 蛙 (frog) erupts from the water, its bulging eyes locked on the prize, snatching the treat and drenching the Monkey King in an icy, surprise splash.",-a,蛙,[sound:hypertts-3b18ae73263c8eee953aeafe8b4106ff2a8d44dfb685a11be6fa44b5.mp3],1,In Front [1],鼃,"tree frog, bullfrog",[sound:en_words_d67925cb78d279717f09bfc1a7e410be2215f2bf.mp3],[sound:zh_words_66d0b81c43623c5ba2dd31e978bab1c19cd00bea.mp3]
1778227240065,migaku_import,Queen of England (Nu Wang),"凌虐, 受虐","[虎|nid1778231661070], 匸, [一|nid1775412213565]",(bound form) brutal; oppressive; harsh,"<div class=""freq freq-basic"">basic</div>",,虐,1778227282,"<img src=""MBP_note_1778227240065.jpg"">",nu,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 虐:</b> [虐|nid1762808046904], [虐恋|nid1776269100876]</div>
<!-- ANKI_LINKER_END -->",nüè,"In the manicured quiet of her backyard, the Queen of England gasps as a magnificent Tiger (from 虍) unleashes a brutal roar, its eyes burning with oppressive rage. It repeatedly batters a flimsy, make-shift enclosure (from 匸), leaving one (from 一) deep, harsh gouge with every desperate swipe of its massive paw, the metal screaming under the assault.",-u:e,虐,[sound:hypertts-f2500a60016faa3377c6b25f43a390d3036f189a441c5916719a1cfe.mp3],4,Backyard [4],虐,"to maltreat; to tyrannize, to suffer sexual abuse",[sound:hypertts-cc2503b4a50a16cc423b2a52ebea03ae8f3a1649a9595efdae01b0c3.mp3],[sound:zh_words_470df00592239de9102b27e026ef1ab2de04894b.mp3]
1781004427393,n1_added,Indiana Jones (Harrison Ford),"荷花, 荷包","[艹|nid1775412213977], [可|nid1775412213724]","lotus; to carry (on shoulder), burden",,,荷,1781004479,"<img src=""mbp_荷_lotus.png"">",H,Unknown,Unknown,,hé,"In the Hall or Kitchen [2], Indiana Jones, with an Obama ""Yes We Can"" attitude, attempts to carry a heavy lotus through the Grass near the -e.",-e,荷,[sound:hypertts-744d0953c8834bd2e10d1eed696157de4f53127856c3ab3c4ec90172.mp3],2,Hall or Kitchen [2],荷,lotus flower; pouch,[sound:hsk4_en_words_53.mp3],[sound:hsk4_ch_words_53.mp3]
1778227240580,migaku_import,Batman,"扳价, 扳动","[手|nid1775412213831], [反|nid1775412213711]",to pull,"<div class=""freq freq-basic"">basic</div>",,扳,1778227376,"<img src=""MBP_note_1778227240580.jpg"">",b,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 扳:</b> [扳手|nid1750545032987]</div>
<!-- ANKI_LINKER_END -->",bān,"In Front of a rapidly closing portal, Batman plunges his armored hand into the alien console, straining to *pull* the emergency *reverse* lever free. The air crackles around him as he groans with effort, muscles bulging, determined to yank it back and save the entire city from being pulled into another dimension.",-an,扳,[sound:hypertts-b9f99f7935259ecf31fbe48020961f1dbd58803f2a91f29543ed47ec.mp3],1,In Front [1],扳,"to demand a high price, to pull out",[sound:en_words_bf2f9306ea77a9093607aed6ddf7c86efb716ef6.mp3],[sound:zh_words_28f8f12e3cceea9b0a361b9cf252ba5a8afe6173.mp3]
1781004427397,n1_added,Kevin Hart,"向日葵, 葵花籽","[艹|nid1775412213977], 癸","sunflower, mallow",,,葵,1781004480,"<img src=""mbp_葵_sunflower.png"">",K,Unknown,Unknown,,kuí,"In the Hall or Kitchen [2], Kevin Hart hides a huge sunflower in the Grass near the -ei.",-ei,葵,[sound:hypertts-fae8b807144e089385b81b1ea0e87814070af043c48db7ae0e3255b7.mp3],2,Hall or Kitchen [2],葵,sunflower; sunflower seeds,[sound:hsk4_en_words_54.mp3],[sound:hsk4_ch_words_54.mp3]
1778227240071,migaku_import,Alien's Ripley (Sigourney),"嗅探, 嗅球","[口|nid1775412213718], [臭|nid1768474724569]",to smell,"<div class=""freq freq-basic"">basic</div>",,嗅,1778227283,"<img src=""MBP_note_1778227240071.jpg"">",xi,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 嗅:</b> [嗅, 丝, 八卦|nid1746267516607]</div>
<!-- ANKI_LINKER_END -->",xiù,"Ripley crouches low in the overgrown backyard, her face a mask of revulsion as she's forced to lean in and sniff the putrid, dripping Alien mouth (口) with its absolutely unbearable, rancid stench (臭). She gags, fighting back bile, but bravely continues to smell, determined to identify the source of the insidious odor.",-iu,嗅,[sound:hypertts-3bc443d73db238991d2c305919fa544d5705d995c033646e903f46a3.mp3],4,Backyard [4],嗅,"to sniff (in order to find sth), olfactory bulb (anatomy)",[sound:hypertts-7c215f208af0587bede69e41eeb885243609225cc49b3f59f5cb1fad.mp3],[sound:zh_words_7e2084f067b590ce76be3e034615be6dc6a36c10.mp3]
1781004427400,n1_added,Morgan Freeman,"覆盖, 颠覆","襾, [夂|nid1775412213749], [曰|nid1778231660892]","to cover, to overturn, to reply, to repeat",,,覆,1781004481,"<img src=""mbp_覆_tocover.png"">",F,Unknown,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 覆:</b> [天翻地覆|nid1780149586112]</div>
<!-- ANKI_LINKER_END -->",fù,"In the Backyard [4], Morgan Freeman, like a slow Sloth, tries to cover up a secret by speaking (曰) in riddles.",-(Null),覆,[sound:hypertts-d000f588639a725439f1bb67ed5e6ae9bcf1f15f802b8d9ad6b2f5bb.mp3],4,Backyard [4],覆,cover; subvert / overturn,[sound:hsk4_en_words_55.mp3],[sound:hsk4_ch_words_55.mp3]
1778227239562,migaku_import,Chaplin,"得逞, 逞强","[辵|nid1778231661109], [呈|nid1778231660579]",to show off,"<div class=""freq freq-basic"">basic</div>",,逞,1778227247,"<img src=""MBP_note_1778227239562.jpg"">",ch,,Unknown,"<!-- ANKI_LINKER_START -->
<div style=""margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;""><b>Words containing 逞:</b> [逞强|nid1754391094010]</div>
<!-- ANKI_LINKER_END -->",chěng,"In Room [3], Chaplin dramatically strides across a tiny, makeshift stage (辶), meticulously presenting (呈) a single, polished tap shoe to an adoring, invisible crowd. With every purposeful step, his wide grin and theatrical flourish clearly show off his dazzling showmanship, reveling in the imagined applause and the spotlight that only he can see.",-ěng,逞,[sound:hypertts-c4bed66ce260fc0f1169222471c7e9b4923b61071e96102cd61fdfa1.mp3],3,Room [3],逞,"to prevail, to show off",[sound:hypertts-a07f17d119efd8e885823d025aa666f557cbca6e1f9b5a638e33a25e.mp3],[sound:zh_words_40edc2f3f59b5d632075e2f759113c2f816e9f42.mp3]
1781004427404,n1_added,Luke Skywalker (Matt Hamill),"寻觅, 觅食","[冂|nid1775412213659], [见|nid1775412213987]","to seek, to search for",,,觅,1781004482,"<img src=""mbp_觅_toseek.png"">",M,Unknown,Unknown,,mì,"In the Backyard [4], Luke Skywalker is trying to seek and see a missing item inside a Soccer Goal.",-(Null),觅,[sound:hypertts-b3f87a3c1447f62a1a47a5816ee82f5de22551cd0f7f5a91931e3d27.mp3],4,Backyard [4],觅,seek; forage,[sound:hsk4_en_words_56.mp3],[sound:hsk4_ch_words_56.mp3]
1778227240078,migaku_import,Qui Gon Jinn (Liam Neeson),"俗滥, 泛滥","[水|nid1775412213887], [监|nid1775412213929]",overflowing,"<div class=""freq freq-basic"">basic</div>",,滥,1778227284,"<img src=""MBP_note_1778227240078.jpg"">",l,,Unknown,"<!-- ANKI_LINKER_START -->
<div style='margin-top:15px;padding-top:10px;border-top:1px dashed #374151;font-size:0.85em;color:#9CA3AF;line-height:1.5;'><b>Words containing 滥:</b> [滥用|nid1754557476369]</div>
<!-- ANKI_LINKER_END -->",làn,"Qui Gon Jinn, his stoic face etched with grim resignation, stands knee-deep in his backyard as the great water (水) he tried to supervise (监) gushes uncontrollably over the makeshift earthen prison he'd built. The cold spray (氵) from the torrent drenches him, stinging his eyes as his entire backyard becomes a roaring, overwhelming flood, hopelessly overflowing.",-an,滥,[sound:hypertts-5aefa880b7f5176b73d21ac5db23e06889be459f9b54d22d533f871f.mp3],4,Backyard [4],濫,"clichéd, to overflow; to inundate; to flood",[sound:hypertts-8e5cb25e3e81a2d50e616c6b81532ffa837877d8f66cce23229459d4.mp3],[sound:zh_words_6a7f20c3fff07c73b246c4a85446fadd52407a9f.mp3]
1781004427407,n1_added,Yelena (Black Widow),"诱惑, 诱导","[讠|nid1775412213990], [秀|nid1778231660982]","to entice, to lure, to tempt",,,诱,1781004483,"<img src=""mbp_诱_toentice.png"">",Y,Unknown,Unknown,,yòu,"In the Backyard [4], Yelena uses a giant Microphone to entice the crowd with a beautiful and refined performance near the -ou.",-ou,诱,[sound:hypertts-c3256942290db33463972db9e1e1fcc4013192bb635d16739f01b1f7.mp3],4,Backyard [4],诱,temptation; guide / induce,[sound:hsk4_en_words_57.mp3],[sound:hsk4_ch_words_57.mp3]
